1100,1000,0000,0001,0011,0111,1111,1110,1101,1010,0100,0010,0101,1011,1001,0110,label
11618,10110,3697,10110,11523,9371,10322,9371,8802,6408,9490,9585,6503,8897,10998,11048,0
11635,10085,3712,10085,11540,9387,10364,9387,8821,6422,9479,9574,6517,8916,11029,11068,0
11650,10101,3711,10101,11550,9375,10429,9375,8796,6404,9462,9562,6504,8896,11011,11070,0
19006,16498,6004,16498,18881,15302,16848,15302,14435,10507,15499,15624,10632,14560,18007,18138,1
11651,10105,3719,10105,11568,9369,10337,9369,8823,6432,9471,9554,6515,8906,11017,11104,0
18965,16505,5985,16505,18863,15254,16824,15254,14415,10549,15541,15643,10651,14517,18001,18125,1
18974,16513,5986,16513,18890,15289,16835,15289,14429,10520,15544,15628,10604,14513,18005,18113,1
11650,10107,3705,10107,11536,9372,10380,9372,8773,6389,9479,9593,6503,8887,11022,11050,0
18990,16521,6018,16521,18893,15275,16881,15275,14386,10502,15553,15650,10599,14483,18022,18100,1
18955,16530,6032,16530,18889,15262,16812,15262,14395,10535,15561,15627,10601,14461,17986,18087,1
18949,16526,6007,16526,18853,15238,16832,15238,14373,10532,15560,15656,10628,14469,17983,18083,1
11637,10112,3683,10112,11539,9383,10351,9383,8817,6408,9478,9576,6506,8915,11003,11070,0
18985,16519,6003,16519,18904,15281,16837,15281,14411,10557,15543,15624,10638,14492,18009,18114,1
18960,16553,5995,16553,18878,15258,16864,15258,14407,10528,15549,15631,10610,14489,17956,18108,1
18969,16511,6005,16511,18861,15264,16870,15264,14383,10491,15527,15635,10599,14491,17985,18087,1
